subject,trial,Phone_NOTENG,Phone_ENG,acoustic_distance,Econ,Loc,Glob,response_var
subject_7,trial_29,bʰ,b,0.06207909537947148,0.01668520578,0.1062291435,0.1683644595,0
subject_8,trial_29,bʰ,d,-0.6646384707880115,0.01668520578,0.1062291435,0.1683644595,1
subject_9,trial_29,d̪ʰ,d,0.3016548416678791,0.2001093494,0.1550027337,0.2191323693,0
subject_10,trial_29,d̪ʰ,t,-0.11471770433108121,0.2001093494,0.1550027337,0.2191323693,0
subject_11,trial_29,ɖ,d,0.17272584175008343,0.3817204301,0.1693548387,0.03225806452,1
subject_12,trial_29,ɖ,t,-0.2766498532220693,0.3817204301,0.1693548387,0.03225806452,1
subject_13,trial_29,ɖʰ,d,0.2015320563662973,0.04786680541,0.08532778356,0.2474881015,1
subject_14,trial_29,ɖʰ,t,-0.33708330252772317,0.04786680541,0.08532778356,0.2474881015,1
subject_15,trial_29,dʒʰ,d͡ʒ,0.24770058360693156,0.01668520578,0.1062291435,0.1239388795,0
subject_16,trial_29,dʒʰ,t͡ʃ,-0.3773793321699487,0.01668520578,0.1062291435,0.1239388795,1
subject_17,trial_29,ɡʰ,g,0.201367551826517,0.01668520578,0.1062291435,0.1516694963,0
subject_18,trial_29,ɡʰ,k,-0.07188145974601373,0.01668520578,0.1062291435,0.1516694963,1
subject_19,trial_29,ɳ,n,0.5490136685875879,0.3817204301,0.125,-0.07661290323,0
subject_20,trial_29,ɳ,j,0.2445637445852761,0.3817204301,0.125,-0.07661290323,1
subject_21,trial_29,ɽ,d,0.1271587430022499,0.0770609319,0.1326164875,0.1553166069,1
subject_22,trial_29,ɽ,ɾ,0.24705605449683143,0.0770609319,0.1326164875,0.1553166069,0
subject_23,trial_29,ʈ,t,0.13955091758211388,0.3817204301,0.1827956989,-0.08870967742,1
subject_24,trial_29,ʈ,d,-0.2625594670941769,0.3817204301,0.1827956989,-0.08870967742,0
subject_25,trial_29,bʰ,b,0.06224352031799376,0.01668520578,0.1062291435,0.1683644595,1
subject_26,trial_29,bʰ,d,-0.6639904283190986,0.01668520578,0.1062291435,0.1683644595,1
subject_27,trial_29,d̪ʰ,d,0.30181213560756265,0.2001093494,0.1550027337,0.2191323693,1
subject_28,trial_29,d̪ʰ,t,-0.11451037241932734,0.2001093494,0.1550027337,0.2191323693,1
subject_29,trial_29,ɖ,d,0.17330713176473037,0.3817204301,0.1693548387,0.03225806452,1
subject_30,trial_29,ɖ,t,-0.27621186216948274,0.3817204301,0.1693548387,0.03225806452,1
subject_1,trial_30,ɖʰ,d,0.20115880435269223,0.04786680541,0.08532778356,0.2474881015,0
subject_2,trial_30,ɖʰ,t,-0.33681997868554786,0.04786680541,0.08532778356,0.2474881015,1
subject_3,trial_30,dʒʰ,d͡ʒ,0.24669794507415144,0.01668520578,0.1062291435,0.1239388795,1
subject_4,trial_30,dʒʰ,t͡ʃ,-0.3772708715244779,0.01668520578,0.1062291435,0.1239388795,1
subject_5,trial_30,ɡʰ,g,0.2022399326486689,0.01668520578,0.1062291435,0.1516694963,1
subject_6,trial_30,ɡʰ,k,-0.07189085019553766,0.01668520578,0.1062291435,0.1516694963,1
subject_7,trial_30,ɳ,n,0.5484180970300624,0.3817204301,0.125,-0.07661290323,1
subject_8,trial_30,ɳ,j,0.24459553269098,0.3817204301,0.125,-0.07661290323,1
subject_9,trial_30,ɽ,d,0.12754691191034676,0.0770609319,0.1326164875,0.1553166069,1
subject_10,trial_30,ɽ,ɾ,0.24689599804167747,0.0770609319,0.1326164875,0.1553166069,1
subject_11,trial_30,ʈ,t,0.1400167301536469,0.3817204301,0.1827956989,-0.08870967742,1
subject_12,trial_30,ʈ,d,-0.2620704180198437,0.3817204301,0.1827956989,-0.08870967742,1
subject_13,trial_30,bʰ,b,0.061687345786880406,0.01668520578,0.1062291435,0.1683644595,1
subject_14,trial_30,bʰ,d,-0.6637533548746166,0.01668520578,0.1062291435,0.1683644595,1
subject_15,trial_30,d̪ʰ,d,0.30200324928741873,0.2001093494,0.1550027337,0.2191323693,1
subject_16,trial_30,d̪ʰ,t,-0.11445345994024336,0.2001093494,0.1550027337,0.2191323693,1
subject_17,trial_30,ɖ,d,0.17304231617904262,0.3817204301,0.1693548387,0.03225806452,1
subject_18,trial_30,ɖ,t,-0.27693159609110746,0.3817204301,0.1693548387,0.03225806452,1
subject_19,trial_30,ɖʰ,d,0.20156764576511355,0.04786680541,0.08532778356,0.2474881015,1
subject_20,trial_30,ɖʰ,t,-0.33716412948822727,0.04786680541,0.08532778356,0.2474881015,1
subject_21,trial_30,dʒʰ,d͡ʒ,0.24765730287541746,0.01668520578,0.1062291435,0.1239388795,1
subject_22,trial_30,dʒʰ,t͡ʃ,-0.37731911639344184,0.01668520578,0.1062291435,0.1239388795,1
subject_23,trial_30,ɡʰ,g,0.2012841390516785,0.01668520578,0.1062291435,0.1516694963,1
subject_24,trial_30,ɡʰ,k,-0.07274250074556783,0.01668520578,0.1062291435,0.1516694963,0
subject_25,trial_30,ɳ,n,0.5485385520577134,0.3817204301,0.125,-0.07661290323,1
subject_26,trial_30,ɳ,j,0.24430047558701085,0.3817204301,0.125,-0.07661290323,1
subject_27,trial_30,ɽ,d,0.12734819416737467,0.0770609319,0.1326164875,0.1553166069,0
subject_28,trial_30,ɽ,ɾ,0.2475804381075978,0.0770609319,0.1326164875,0.1553166069,0
subject_29,trial_30,ʈ,t,0.14000129873127923,0.3817204301,0.1827956989,-0.08870967742,1
subject_30,trial_30,ʈ,d,-0.2626297833811207,0.3817204301,0.1827956989,-0.08870967742,1
subject_1,trial_31,bʰ,b,0.06146917404618457,0.01668520578,0.1062291435,0.1683644595,1
subject_2,trial_31,bʰ,d,-0.664343566117054,0.01668520578,0.1062291435,0.1683644595,1
subject_3,trial_31,d̪ʰ,d,0.3015653017802161,0.2001093494,0.1550027337,0.2191323693,1
subject_4,trial_31,d̪ʰ,t,-0.11559590979167059,0.2001093494,0.1550027337,0.2191323693,1
subject_5,trial_31,ɖ,d,0.17274553714382457,0.3817204301,0.1693548387,0.03225806452,1
subject_6,trial_31,ɖ,t,-0.2765279456404941,0.3817204301,0.1693548387,0.03225806452,1
subject_7,trial_31,ɖʰ,d,0.20204536190286176,0.04786680541,0.08532778356,0.2474881015,1
subject_8,trial_31,ɖʰ,t,-0.33625052434342106,0.04786680541,0.08532778356,0.2474881015,1
subject_9,trial_31,dʒʰ,d͡ʒ,0.24702570239973365,0.01668520578,0.1062291435,0.1239388795,1
subject_10,trial_31,dʒʰ,t͡ʃ,-0.3771638056067401,0.01668520578,0.1062291435,0.1239388795,0
subject_11,trial_31,ɡʰ,g,0.2010883584083234,0.01668520578,0.1062291435,0.1516694963,1
subject_12,trial_31,ɡʰ,k,-0.07249770728802994,0.01668520578,0.1062291435,0.1516694963,1
subject_13,trial_31,ɳ,n,0.5491870459647552,0.3817204301,0.125,-0.07661290323,1
subject_14,trial_31,ɳ,j,0.24448115683334368,0.3817204301,0.125,-0.07661290323,1
subject_15,trial_31,ɽ,d,0.12707100995451495,0.0770609319,0.1326164875,0.1553166069,1
subject_16,trial_31,ɽ,ɾ,0.2473763399368815,0.0770609319,0.1326164875,0.1553166069,1
subject_17,trial_31,ʈ,t,0.14039749834583387,0.3817204301,0.1827956989,-0.08870967742,1
subject_18,trial_31,ʈ,d,-0.2627776283669932,0.3817204301,0.1827956989,-0.08870967742,1
subject_19,trial_31,bʰ,b,0.06233054987175733,0.01668520578,0.1062291435,0.1683644595,1
subject_20,trial_31,bʰ,d,-0.6646034213175905,0.01668520578,0.1062291435,0.1683644595,1
subject_21,trial_31,d̪ʰ,d,0.3022172826039602,0.2001093494,0.1550027337,0.2191323693,0
subject_22,trial_31,d̪ʰ,t,-0.11506820439635575,0.2001093494,0.1550027337,0.2191323693,1
subject_23,trial_31,ɖ,d,0.173474067094149,0.3817204301,0.1693548387,0.03225806452,1
subject_24,trial_31,ɖ,t,-0.27720920206345334,0.3817204301,0.1693548387,0.03225806452,1
subject_25,trial_31,ɖʰ,d,0.20174494849678026,0.04786680541,0.08532778356,0.2474881015,1
subject_26,trial_31,ɖʰ,t,-0.33635272779954717,0.04786680541,0.08532778356,0.2474881015,1
subject_27,trial_31,dʒʰ,d͡ʒ,0.24777651948805077,0.01668520578,0.1062291435,0.1239388795,1
subject_28,trial_31,dʒʰ,t͡ʃ,-0.3781631702812971,0.01668520578,0.1062291435,0.1239388795,1
subject_29,trial_31,ɡʰ,g,0.20117409409044207,0.01668520578,0.1062291435,0.1516694963,1
subject_30,trial_31,ɡʰ,k,-0.07238650210152134,0.01668520578,0.1062291435,0.1516694963,1
subject_1,trial_32,ɳ,n,0.548690696376253,0.3817204301,0.125,-0.07661290323,1
subject_2,trial_32,ɳ,j,0.2444439847280872,0.3817204301,0.125,-0.07661290323,1
subject_3,trial_32,ɽ,d,0.12678734107472286,0.0770609319,0.1326164875,0.1553166069,1
subject_4,trial_32,ɽ,ɾ,0.24778660020182952,0.0770609319,0.1326164875,0.1553166069,1
subject_5,trial_32,ʈ,t,0.14030506112956687,0.3817204301,0.1827956989,-0.08870967742,0
subject_6,trial_32,ʈ,d,-0.26208008090301366,0.3817204301,0.1827956989,-0.08870967742,1
subject_7,trial_32,bʰ,b,0.06153771854436368,0.01668520578,0.1062291435,0.1683644595,1
subject_8,trial_32,bʰ,d,-0.6642474562656975,0.01668520578,0.1062291435,0.1683644595,1
subject_9,trial_32,d̪ʰ,d,0.30223472568364784,0.2001093494,0.1550027337,0.2191323693,1
subject_10,trial_32,d̪ʰ,t,-0.11558981608603879,0.2001093494,0.1550027337,0.2191323693,1
subject_11,trial_32,ɖ,d,0.17289155387540342,0.3817204301,0.1693548387,0.03225806452,1
subject_12,trial_32,ɖ,t,-0.27696198532115385,0.3817204301,0.1693548387,0.03225806452,1
subject_13,trial_32,ɖʰ,d,0.20187768729209796,0.04786680541,0.08532778356,0.2474881015,1
subject_14,trial_32,ɖʰ,t,-0.337248723377717,0.04786680541,0.08532778356,0.2474881015,1
subject_15,trial_32,dʒʰ,d͡ʒ,0.24717596657441107,0.01668520578,0.1062291435,0.1239388795,1
subject_16,trial_32,dʒʰ,t͡ʃ,-0.37779888114739446,0.01668520578,0.1062291435,0.1239388795,1
subject_17,trial_32,ɡʰ,g,0.20182538633525268,0.01668520578,0.1062291435,0.1516694963,1
subject_18,trial_32,ɡʰ,k,-0.07212846153021545,0.01668520578,0.1062291435,0.1516694963,1
subject_19,trial_32,ɳ,n,0.5488893048636319,0.3817204301,0.125,-0.07661290323,1
subject_20,trial_32,ɳ,j,0.2445909053965141,0.3817204301,0.125,-0.07661290323,1
subject_21,trial_32,ɽ,d,0.12736943155497596,0.0770609319,0.1326164875,0.1553166069,1
subject_22,trial_32,ɽ,ɾ,0.24702668282144813,0.0770609319,0.1326164875,0.1553166069,1
subject_23,trial_32,ʈ,t,0.13962751182596445,0.3817204301,0.1827956989,-0.08870967742,1
subject_24,trial_32,ʈ,d,-0.2629587537538907,0.3817204301,0.1827956989,-0.08870967742,1
subject_25,trial_32,bʰ,b,0.06179934696948498,0.01668520578,0.1062291435,0.1683644595,1
subject_26,trial_32,bʰ,d,-0.664445649524769,0.01668520578,0.1062291435,0.1683644595,1
subject_27,trial_32,d̪ʰ,d,0.30205161762488975,0.2001093494,0.1550027337,0.2191323693,0
subject_28,trial_32,d̪ʰ,t,-0.11542898556240633,0.2001093494,0.1550027337,0.2191323693,0
subject_29,trial_32,ɖ,d,0.17313341861662448,0.3817204301,0.1693548387,0.03225806452,1
subject_30,trial_32,ɖ,t,-0.27718190860105396,0.3817204301,0.1693548387,0.03225806452,1
subject_1,trial_33,ɖʰ,d,0.20198566771821946,0.04786680541,0.08532778356,0.2474881015,1
subject_2,trial_33,ɖʰ,t,-0.33694482111033175,0.04786680541,0.08532778356,0.2474881015,1
subject_3,trial_33,dʒʰ,d͡ʒ,0.24728597069985345,0.01668520578,0.1062291435,0.1239388795,0
subject_4,trial_33,dʒʰ,t͡ʃ,-0.377217481186206,0.01668520578,0.1062291435,0.1239388795,1
subject_5,trial_33,ɡʰ,g,0.20163255359494955,0.01668520578,0.1062291435,0.1516694963,1
subject_6,trial_33,ɡʰ,k,-0.07271216334613725,0.01668520578,0.1062291435,0.1516694963,1
subject_7,trial_33,ɳ,n,0.5484053148059809,0.3817204301,0.125,-0.07661290323,1
subject_8,trial_33,ɳ,j,0.24447989623785438,0.3817204301,0.125,-0.07661290323,1
subject_9,trial_33,ɽ,d,0.127017943409442,0.0770609319,0.1326164875,0.1553166069,1
subject_10,trial_33,ɽ,ɾ,0.24719035775537712,0.0770609319,0.1326164875,0.1553166069,1
subject_11,trial_33,ʈ,t,0.1401042110080762,0.3817204301,0.1827956989,-0.08870967742,1
subject_12,trial_33,ʈ,d,-0.2629559913962795,0.3817204301,0.1827956989,-0.08870967742,1
subject_13,trial_33,bʰ,b,0.06159533862762496,0.01668520578,0.1062291435,0.1683644595,1
subject_14,trial_33,bʰ,d,-0.6647395306787363,0.01668520578,0.1062291435,0.1683644595,1
subject_15,trial_33,d̪ʰ,d,0.3011192709664811,0.2001093494,0.1550027337,0.2191323693,1
subject_16,trial_33,d̪ʰ,t,-0.11470823163636758,0.2001093494,0.1550027337,0.2191323693,0
subject_17,trial_33,ɖ,d,0.17357769073021592,0.3817204301,0.1693548387,0.03225806452,0
subject_18,trial_33,ɖ,t,-0.27614348380816817,0.3817204301,0.1693548387,0.03225806452,0
subject_19,trial_33,ɖʰ,d,0.20215307772934335,0.04786680541,0.08532778356,0.2474881015,1
subject_20,trial_33,ɖʰ,t,-0.3364880993380782,0.04786680541,0.08532778356,0.2474881015,1
subject_21,trial_33,dʒʰ,d͡ʒ,0.24768461700842825,0.01668520578,0.1062291435,0.1239388795,1
subject_22,trial_33,dʒʰ,t͡ʃ,-0.3777820265376592,0.01668520578,0.1062291435,0.1239388795,1
subject_23,trial_33,ɡʰ,g,0.20136472895575586,0.01668520578,0.1062291435,0.1516694963,0
subject_24,trial_33,ɡʰ,k,-0.07264827858933001,0.01668520578,0.1062291435,0.1516694963,1
subject_25,trial_33,ɳ,n,0.5483335206450598,0.3817204301,0.125,-0.07661290323,1
subject_26,trial_33,ɳ,j,0.24417420787994237,0.3817204301,0.125,-0.07661290323,1
subject_27,trial_33,ɽ,d,0.12763275826543855,0.0770609319,0.1326164875,0.1553166069,1
subject_28,trial_33,ɽ,ɾ,0.2472747631677158,0.0770609319,0.1326164875,0.1553166069,1
subject_29,trial_33,ʈ,t,0.14017746175154358,0.3817204301,0.1827956989,-0.08870967742,1
subject_30,trial_33,ʈ,d,-0.26232380110255393,0.3817204301,0.1827956989,-0.08870967742,1
subject_1,trial_34,bʰ,b,0.062179495184704364,0.01668520578,0.1062291435,0.1683644595,1
subject_2,trial_34,bʰ,d,-0.6638969632420597,0.01668520578,0.1062291435,0.1683644595,1
subject_3,trial_34,d̪ʰ,d,0.30166016959948433,0.2001093494,0.1550027337,0.2191323693,1
subject_4,trial_34,d̪ʰ,t,-0.1144784465081504,0.2001093494,0.1550027337,0.2191323693,1
subject_5,trial_34,ɖ,d,0.17263561079964967,0.3817204301,0.1693548387,0.03225806452,1
subject_6,trial_34,ɖ,t,-0.2766811611249083,0.3817204301,0.1693548387,0.03225806452,1
subject_7,trial_34,ɖʰ,d,0.20152938183454694,0.04786680541,0.08532778356,0.2474881015,1
subject_8,trial_34,ɖʰ,t,-0.336234804498927,0.04786680541,0.08532778356,0.2474881015,0
subject_9,trial_34,dʒʰ,d͡ʒ,0.2475278014580451,0.01668520578,0.1062291435,0.1239388795,1
subject_10,trial_34,dʒʰ,t͡ʃ,-0.3781469264398912,0.01668520578,0.1062291435,0.1239388795,0
subject_11,trial_34,ɡʰ,g,0.20131058978523955,0.01668520578,0.1062291435,0.1516694963,1
subject_12,trial_34,ɡʰ,k,-0.07174531448294162,0.01668520578,0.1062291435,0.1516694963,1
subject_13,trial_34,ɳ,n,0.5486952817103529,0.3817204301,0.125,-0.07661290323,1
subject_14,trial_34,ɳ,j,0.24464479490980925,0.3817204301,0.125,-0.07661290323,1
subject_15,trial_34,ɽ,d,0.12729847028030367,0.0770609319,0.1326164875,0.1553166069,1
subject_16,trial_34,ɽ,ɾ,0.24706921225699707,0.0770609319,0.1326164875,0.1553166069,0
subject_17,trial_34,ʈ,t,0.13999991548256263,0.3817204301,0.1827956989,-0.08870967742,0
subject_18,trial_34,ʈ,d,-0.2628673572509265,0.3817204301,0.1827956989,-0.08870967742,1
subject_19,trial_34,bʰ,b,0.06180731714686721,0.01668520578,0.1062291435,0.1683644595,1
subject_20,trial_34,bʰ,d,-0.6647494996206743,0.01668520578,0.1062291435,0.1683644595,1
subject_21,trial_34,d̪ʰ,d,0.30134288879064813,0.2001093494,0.1550027337,0.2191323693,1
subject_22,trial_34,d̪ʰ,t,-0.11487660802309199,0.2001093494,0.1550027337,0.2191323693,1
subject_23,trial_34,ɖ,d,0.17252074462275013,0.3817204301,0.1693548387,0.03225806452,1
subject_24,trial_34,ɖ,t,-0.2761173930628197,0.3817204301,0.1693548387,0.03225806452,1
subject_25,trial_34,ɖʰ,d,0.20130626696424456,0.04786680541,0.08532778356,0.2474881015,0
subject_26,trial_34,ɖʰ,t,-0.3365363907011797,0.04786680541,0.08532778356,0.2474881015,0
subject_27,trial_34,dʒʰ,d͡ʒ,0.2474250440947443,0.01668520578,0.1062291435,0.1239388795,1
subject_28,trial_34,dʒʰ,t͡ʃ,-0.3781165049914853,0.01668520578,0.1062291435,0.1239388795,0
subject_29,trial_34,ɡʰ,g,0.20154527780322254,0.01668520578,0.1062291435,0.1516694963,1
subject_30,trial_34,ɡʰ,k,-0.07244450534532532,0.01668520578,0.1062291435,0.1516694963,1
subject_1,trial_35,ɳ,n,0.5485583409116307,0.3817204301,0.125,-0.07661290323,1
subject_2,trial_35,ɳ,j,0.24483987244699568,0.3817204301,0.125,-0.07661290323,1
subject_3,trial_35,ɽ,d,0.12782068995524482,0.0770609319,0.1326164875,0.1553166069,0
subject_4,trial_35,ɽ,ɾ,0.24747284047517104,0.0770609319,0.1326164875,0.1553166069,0
subject_5,trial_35,ʈ,t,0.13958537237885654,0.3817204301,0.1827956989,-0.08870967742,1
subject_6,trial_35,ʈ,d,-0.26215257862021163,0.3817204301,0.1827956989,-0.08870967742,1
subject_7,trial_35,bʰ,b,0.061498537023387555,0.01668520578,0.1062291435,0.1683644595,1
subject_8,trial_35,bʰ,d,-0.6646368625681756,0.01668520578,0.1062291435,0.1683644595,1
subject_9,trial_35,d̪ʰ,d,0.30116708929045094,0.2001093494,0.1550027337,0.2191323693,1
subject_10,trial_35,d̪ʰ,t,-0.11475847583035736,0.2001093494,0.1550027337,0.2191323693,1
subject_11,trial_35,ɖ,d,0.173216262436537,0.3817204301,0.1693548387,0.03225806452,0
subject_12,trial_35,ɖ,t,-0.27624354753149394,0.3817204301,0.1693548387,0.03225806452,0
subject_13,trial_35,ɖʰ,d,0.20217194377595457,0.04786680541,0.08532778356,0.2474881015,1
subject_14,trial_35,ɖʰ,t,-0.3366321993225825,0.04786680541,0.08532778356,0.2474881015,0
subject_15,trial_35,dʒʰ,d͡ʒ,0.24770218632851837,0.01668520578,0.1062291435,0.1239388795,1
subject_16,trial_35,dʒʰ,t͡ʃ,-0.3772750342988992,0.01668520578,0.1062291435,0.1239388795,1
subject_17,trial_35,ɡʰ,g,0.20220674457738072,0.01668520578,0.1062291435,0.1516694963,1
subject_18,trial_35,ɡʰ,k,-0.07223609216694474,0.01668520578,0.1062291435,0.1516694963,1
subject_19,trial_35,ɳ,n,0.5490144802282267,0.3817204301,0.125,-0.07661290323,1
subject_20,trial_35,ɳ,j,0.2440152996496898,0.3817204301,0.125,-0.07661290323,1
subject_21,trial_35,ɽ,d,0.12768328166509332,0.0770609319,0.1326164875,0.1553166069,1
subject_22,trial_35,ɽ,ɾ,0.24752386977437063,0.0770609319,0.1326164875,0.1553166069,1
subject_23,trial_35,ʈ,t,0.13980678001054808,0.3817204301,0.1827956989,-0.08870967742,1
subject_24,trial_35,ʈ,d,-0.26258977366580577,0.3817204301,0.1827956989,-0.08870967742,1
subject_25,trial_35,bʰ,b,0.061672846253331456,0.01668520578,0.1062291435,0.1683644595,1
subject_26,trial_35,bʰ,d,-0.6639768101127727,0.01668520578,0.1062291435,0.1683644595,0
subject_27,trial_35,d̪ʰ,d,0.3017015602615659,0.2001093494,0.1550027337,0.2191323693,1
subject_28,trial_35,d̪ʰ,t,-0.11457681261165797,0.2001093494,0.1550027337,0.2191323693,0
subject_29,trial_35,ɖ,d,0.17340852936121628,0.3817204301,0.1693548387,0.03225806452,1
subject_30,trial_35,ɖ,t,-0.2767903854584293,0.3817204301,0.1693548387,0.03225806452,1
subject_1,trial_36,ɖʰ,d,0.20118560681801187,0.04786680541,0.08532778356,0.2474881015,1
subject_2,trial_36,ɖʰ,t,-0.33719315142646555,0.04786680541,0.08532778356,0.2474881015,1
subject_3,trial_36,dʒʰ,d͡ʒ,0.24716553082584514,0.01668520578,0.1062291435,0.1239388795,1
subject_4,trial_36,dʒʰ,t͡ʃ,-0.37770215891503034,0.01668520578,0.1062291435,0.1239388795,0
subject_5,trial_36,ɡʰ,g,0.2011192449344498,0.01668520578,0.1062291435,0.1516694963,1
subject_6,trial_36,ɡʰ,k,-0.07257616426988259,0.01668520578,0.1062291435,0.1516694963,1
subject_7,trial_36,ɳ,n,0.5485832447456831,0.3817204301,0.125,-0.07661290323,1
subject_8,trial_36,ɳ,j,0.244680475848787,0.3817204301,0.125,-0.07661290323,1
subject_9,trial_36,ɽ,d,0.12790108042506784,0.0770609319,0.1326164875,0.1553166069,0
subject_10,trial_36,ɽ,ɾ,0.24750025036555826,0.0770609319,0.1326164875,0.1553166069,1
subject_11,trial_36,ʈ,t,0.140482541387987,0.3817204301,0.1827956989,-0.08870967742,1
subject_12,trial_36,ʈ,d,-0.26262462275928766,0.3817204301,0.1827956989,-0.08870967742,1
subject_13,trial_36,bʰ,b,0.06150857567174703,0.01668520578,0.1062291435,0.1683644595,0
subject_14,trial_36,bʰ,d,-0.664453605540367,0.01668520578,0.1062291435,0.1683644595,1
subject_15,trial_36,d̪ʰ,d,0.30170168210370435,0.2001093494,0.1550027337,0.2191323693,1
subject_16,trial_36,d̪ʰ,t,-0.11465377960656567,0.2001093494,0.1550027337,0.2191323693,0
subject_17,trial_36,ɖ,d,0.17307610153329553,0.3817204301,0.1693548387,0.03225806452,0
subject_18,trial_36,ɖ,t,-0.2772068646552013,0.3817204301,0.1693548387,0.03225806452,1
subject_19,trial_36,ɖʰ,d,0.2015393163712871,0.04786680541,0.08532778356,0.2474881015,1
subject_20,trial_36,ɖʰ,t,-0.3373400560927217,0.04786680541,0.08532778356,0.2474881015,1
subject_21,trial_36,dʒʰ,d͡ʒ,0.2478605371756211,0.01668520578,0.1062291435,0.1239388795,0
subject_22,trial_36,dʒʰ,t͡ʃ,-0.3771222011312494,0.01668520578,0.1062291435,0.1239388795,1
subject_23,trial_36,ɡʰ,g,0.20146857367318022,0.01668520578,0.1062291435,0.1516694963,1
subject_24,trial_36,ɡʰ,k,-0.07167397737434819,0.01668520578,0.1062291435,0.1516694963,1
subject_25,trial_36,ɳ,n,0.5492406734237151,0.3817204301,0.125,-0.07661290323,1
subject_26,trial_36,ɳ,j,0.24424802445076824,0.3817204301,0.125,-0.07661290323,1
subject_27,trial_36,ɽ,d,0.12739165177855924,0.0770609319,0.1326164875,0.1553166069,1
subject_28,trial_36,ɽ,ɾ,0.24721878380763454,0.0770609319,0.1326164875,0.1553166069,1
subject_29,trial_36,ʈ,t,0.14052325753093942,0.3817204301,0.1827956989,-0.08870967742,1
subject_30,trial_36,ʈ,d,-0.2618778779524094,0.3817204301,0.1827956989,-0.08870967742,1
subject_1,trial_37,bʰ,b,0.0622428897703287,0.01668520578,0.1062291435,0.1683644595,1
subject_2,trial_37,bʰ,d,-0.6647371664333066,0.01668520578,0.1062291435,0.1683644595,1
subject_3,trial_37,d̪ʰ,d,0.3017217112103474,0.2001093494,0.1550027337,0.2191323693,1
subject_4,trial_37,d̪ʰ,t,-0.11447529728184253,0.2001093494,0.1550027337,0.2191323693,0
subject_5,trial_37,ɖ,d,0.17333347507218824,0.3817204301,0.1693548387,0.03225806452,0
subject_6,trial_37,ɖ,t,-0.2764714146763058,0.3817204301,0.1693548387,0.03225806452,1
subject_7,trial_37,ɖʰ,d,0.20129121825901689,0.04786680541,0.08532778356,0.2474881015,1
subject_8,trial_37,ɖʰ,t,-0.336651561051478,0.04786680541,0.08532778356,0.2474881015,1
subject_9,trial_37,dʒʰ,d͡ʒ,0.2469487090417847,0.01668520578,0.1062291435,0.1239388795,1
subject_10,trial_37,dʒʰ,t͡ʃ,-0.37785324720653013,0.01668520578,0.1062291435,0.1239388795,1
subject_11,trial_37,ɡʰ,g,0.2014434341243644,0.01668520578,0.1062291435,0.1516694963,1
subject_12,trial_37,ɡʰ,k,-0.07201458915897399,0.01668520578,0.1062291435,0.1516694963,1
subject_13,trial_37,ɳ,n,0.5484308032758237,0.3817204301,0.125,-0.07661290323,1
subject_14,trial_37,ɳ,j,0.24495729447767556,0.3817204301,0.125,-0.07661290323,1
subject_15,trial_37,ɽ,d,0.1271464778217329,0.0770609319,0.1326164875,0.1553166069,1
subject_16,trial_37,ɽ,ɾ,0.24764073874305112,0.0770609319,0.1326164875,0.1553166069,1
subject_17,trial_37,ʈ,t,0.13992242674491615,0.3817204301,0.1827956989,-0.08870967742,1
subject_18,trial_37,ʈ,d,-0.26286760541840404,0.3817204301,0.1827956989,-0.08870967742,1
subject_19,trial_37,bʰ,b,0.06206918186370626,0.01668520578,0.1062291435,0.1683644595,1
subject_20,trial_37,bʰ,d,-0.6643676855698136,0.01668520578,0.1062291435,0.1683644595,1
subject_21,trial_37,d̪ʰ,d,0.3011045858221126,0.2001093494,0.1550027337,0.2191323693,1
subject_22,trial_37,d̪ʰ,t,-0.11509493377036213,0.2001093494,0.1550027337,0.2191323693,0
subject_23,trial_37,ɖ,d,0.17332692735602143,0.3817204301,0.1693548387,0.03225806452,1
subject_24,trial_37,ɖ,t,-0.27664540640171337,0.3817204301,0.1693548387,0.03225806452,1
subject_25,trial_37,ɖʰ,d,0.2011919338548732,0.04786680541,0.08532778356,0.2474881015,1
subject_26,trial_37,ɖʰ,t,-0.3372547897563887,0.04786680541,0.08532778356,0.2474881015,0
subject_27,trial_37,dʒʰ,d͡ʒ,0.24752998525898082,0.01668520578,0.1062291435,0.1239388795,1
subject_28,trial_37,dʒʰ,t͡ʃ,-0.3776781201252365,0.01668520578,0.1062291435,0.1239388795,1
subject_29,trial_37,ɡʰ,g,0.2011308223513131,0.01668520578,0.1062291435,0.1516694963,1
subject_30,trial_37,ɡʰ,k,-0.07204871965820656,0.01668520578,0.1062291435,0.1516694963,0
subject_1,trial_38,ɳ,n,0.5488570688147733,0.3817204301,0.125,-0.07661290323,0
subject_2,trial_38,ɳ,j,0.24456103258809495,0.3817204301,0.125,-0.07661290323,1
subject_3,trial_38,ɽ,d,0.12756121364187734,0.0770609319,0.1326164875,0.1553166069,1
subject_4,trial_38,ɽ,ɾ,0.24775152065993397,0.0770609319,0.1326164875,0.1553166069,0
subject_5,trial_38,ʈ,t,0.14046950455605298,0.3817204301,0.1827956989,-0.08870967742,1
subject_6,trial_38,ʈ,d,-0.2619307768284059,0.3817204301,0.1827956989,-0.08870967742,1
subject_7,trial_38,bʰ,b,0.06214833447199657,0.01668520578,0.1062291435,0.1683644595,1
subject_8,trial_38,bʰ,d,-0.6644864570050409,0.01668520578,0.1062291435,0.1683644595,1
subject_9,trial_38,d̪ʰ,d,0.3016059545579363,0.2001093494,0.1550027337,0.2191323693,1
