tripletid,file_X,onset_X,offset_X,phoneitem_id_X,phone1_X,phone3_X,speaker_X,sex_X,dialect_X,phone_X,distance_OTH,dialect_OTH,file_OTH,offset_OTH,onset_OTH,phone1_OTH,phone3_OTH,phoneitem_id_OTH,sex_OTH,speaker_OTH,phone_OTH,distance_TGT,dialect_TGT,file_TGT,offset_TGT,onset_TGT,phone1_TGT,phone3_TGT,phoneitem_id_TGT,sex_TGT,speaker_TGT,phone_TGT
t00000075016,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MDRB0/SI2109.riff,1.6371,1.9375,i24593,hv,dcl,MDRB0,M,DR5,ae,0.343422936948629,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SI2266.riff,0.9243,0.7232,hv,dcl,i126664,M,MWSH0,uh,0.291314244990972,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SI2266.riff,1.36,0.9243,hv,dcl,i126667,M,MWSH0,ae
t00000074991,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MDBB0/SA1.riff,0.42,0.6866,i22448,hv,dcl,MDBB0,M,DR2,ae,0.379461494049474,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SI2266.riff,0.9243,0.7232,hv,dcl,i126664,M,MWSH0,uh,0.329869974239008,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SA1.riff,0.5681,0.3472,hv,dcl,i126711,M,MWSH0,ae
t00000075034,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MFGK0/SA1.riff,0.4075,0.6579,i29041,hv,dcl,MFGK0,M,DR5,ae,0.291160841172711,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SI2266.riff,0.9243,0.7232,hv,dcl,i126664,M,MWSH0,uh,0.308071267530771,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SA1.riff,0.5681,0.3472,hv,dcl,i126711,M,MWSH0,ae
t00000074962,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MBOM0/SA1.riff,0.3358,0.57,i148558,hv,dcl,MBOM0,M,DR7,ae,0.388029008842199,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SI2266.riff,0.9243,0.7232,hv,dcl,i126664,M,MWSH0,uh,0.314534645822742,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SA1.riff,0.5681,0.3472,hv,dcl,i126711,M,MWSH0,ae
t00000089319,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MBML0/SA2.riff,1.6025,1.9347,i152943,r,g,MBML0,M,DR7,ae,0.532689708355099,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SX438.riff,4.3806,4.0895,r,g,i167505,F,FKFB0,uw,0.471908218447249,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SA2.riff,2.3363,1.9282,r,g,i167472,F,FKFB0,ae
t00000104098,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MBPM0/SI1584.riff,2.1713,2.4101,i30835,t,s,MBPM0,M,DR5,ae,0.45677570098677,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MLNT0/SI642.riff,1.3028,0.8041,t,s,i16400,M,MLNT0,uw,0.37980232875093,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MLNT0/SX102.riff,1.0052,0.5925,t,s,i16357,M,MLNT0,ae
t00000089322,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MBTH0/SA2.riff,1.6325,1.9641,i139749,r,g,MBTH0,M,DR7,ae,0.45227342884869,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SX438.riff,4.3806,4.0895,r,g,i167505,F,FKFB0,uw,0.409331553055109,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SA2.riff,2.3363,1.9282,r,g,i167472,F,FKFB0,ae
t00000089334,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MCPM0/SA2.riff,1.4201,1.7519,i176392,r,g,MCPM0,M,DR1,ae,0.479945236700025,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SX438.riff,4.3806,4.0895,r,g,i167505,F,FKFB0,uw,0.384602294554709,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SA2.riff,2.3363,1.9282,r,g,i167472,F,FKFB0,ae
t00000089383,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MDWM0/SA2.riff,1.7180000000000002,2.0987,i75220,r,g,MDWM0,M,DR3,ae,0.470768799099208,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SX438.riff,4.3806,4.0895,r,g,i167505,F,FKFB0,uw,0.39908511135267,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SA2.riff,2.3363,1.9282,r,g,i167472,F,FKFB0,ae
t00000089519,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRAB0/SA2.riff,1.4178,1.7415,i106936,r,g,MRAB0,M,DR2,ae,0.531358731024365,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SX438.riff,4.3806,4.0895,r,g,i167505,F,FKFB0,uw,0.423444194984744,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SA2.riff,2.3363,1.9282,r,g,i167472,F,FKFB0,ae
t00000099273,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MKCL0/SI1721.riff,0.145,0.3075,i3438,k,m,MKCL0,M,DR4,ah,0.41836310012074,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/FRJB0/SI1470.riff,0.6806,0.4308,k,m,i164186,F,FRJB0,aa,0.452051179957004,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/FRJB0/SX167.riff,2.2437,2.0174,k,m,i164323,F,FRJB0,ah
t00000097686,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MSTF0/SX136.riff,1.3625,1.6119,i60574,k,m,MSTF0,M,DR4,ah,0.3862909704261,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/MRJS0/SX94.riff,1.1151,0.8775,k,m,i39801,M,MRJS0,aa,0.396110114278198,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/MRJS0/SI2074.riff,0.4475,0.2525,k,m,i39868,M,MRJS0,ah
t00000103680,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MTPR0/SX340.riff,1.7981,1.9622,i152361,k,l,MTPR0,M,DR7,ah,0.377986413053746,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MSEM1/SX180.riff,1.201,0.9325,k,l,i115412,M,MSEM1,aa,0.372271787881923,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MSEM1/SX90.riff,1.8025,1.6051,k,l,i115399,M,MSEM1,ah
t00000098246,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MDAW1/SI1453.riff,2.2325,2.4675,i47527,k,m,MDAW1,M,DR8,ah,0.367613528427637,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MJTH0/SX36.riff,1.0704,0.8275,k,m,i47946,M,MJTH0,aa,0.467243989788987,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MJTH0/SX306.riff,1.4969,1.2725,k,m,i48103,M,MJTH0,ah
t00000096875,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MJTH0/SX306.riff,1.2725,1.4969,i48103,k,m,MJTH0,M,DR8,ah,0.427857483005307,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MMDM0/SX51.riff,2.0625,1.8275,k,m,i48847,M,MMDM0,aa,0.420694149324339,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MMDM0/SX141.riff,2.5125,2.2125,k,m,i48890,M,MMDM0,ah
t00000074657,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MSMC0/SI509.riff,1.8525,1.9475,i68611,b,dx,MSMC0,M,DR4,ah,0.301097441699593,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MWAR0/SI1675.riff,0.5136,0.2,b,dx,i169695,M,MWAR0,aa,0.34833153096114,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MWAR0/SI1045.riff,3.4722,3.36,b,dx,i169965,M,MWAR0,ah
t00000001209,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MSLB0/SX113.riff,0.1514,0.389,i47832,m,s,MSLB0,M,DR8,ah,0.419456314817892,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/FALK0/SX96.riff,0.3968,0.1225,m,s,i74025,F,FALK0,ae,0.441648323100538,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/FALK0/SI1086.riff,1.9325,1.6825,m,s,i74192,F,FALK0,ah
t00000094110,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SX383.riff,3.1302,3.5475,i43317,r,g,MWBT0,M,DR1,ah,0.433492970748703,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SA2.riff,2.3363,1.9282,r,g,i167472,F,FKFB0,ae,0.418643675772356,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FKFB0/SX78.riff,1.48,1.2644,r,g,i167354,F,FKFB0,ah
t00000014382,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MLLL0/SI1363.riff,1.7775,2.1044,i2724,s,m,MLLL0,M,DR4,ah,0.406332603183422,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MRMH0/SI2281.riff,0.4336,0.1567,s,m,i138162,M,MRMH0,ae,0.351438899252061,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MRMH0/SI1349.riff,0.9725,0.7415,s,m,i138195,M,MRMH0,ah
t00000094164,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MRTC0/SI828.riff,0.1906,0.3756,i71188,r,g,MRTC0,M,DR3,ah,0.444184975046962,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MCTW0/SA2.riff,1.8281,1.4621,r,g,i10594,M,MCTW0,ae,0.405795154429474,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MCTW0/SX383.riff,2.9625,2.5763,r,g,i10551,M,MCTW0,ah
t00000013853,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MEJS0/SI1240.riff,1.4856,1.7232,i178446,m,n,MEJS0,M,DR8,ah,0.459538740713849,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/FLNH0/SI941.riff,2.7575,2.4425,m,n,i40147,F,FLNH0,ae,0.432962304277006,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/FLNH0/SX134.riff,2.0757,1.8825,m,n,i40058,F,FLNH0,ah
t00000087088,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MRTC0/SI828.riff,0.1906,0.3756,i71188,r,g,MRTC0,M,DR3,ah,0.417194030815638,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/FCEG0/SA2.riff,1.7803,1.5012,r,g,i178923,F,FCEG0,ae,0.435541103472726,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/FCEG0/SX78.riff,1.1904,1.0213,r,g,i178846,F,FCEG0,ah
t00000050383,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MJMP0/SI1791.riff,2.1827,2.44,i9706,w,n,MJMP0,M,DR3,ah,0.450086482115368,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MEWM0/SX178.riff,2.4623,2.2454,w,n,i124179,M,MEWM0,iy,0.407881927618353,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MEWM0/SX88.riff,2.4554,2.3479,w,n,i124294,M,MEWM0,ah
t00000022515,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MMJB1/SX58.riff,1.6494,1.8302,i81342,r,s,MMJB1,M,DR3,ah,0.418446144880727,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJT0/SI868.riff,3.48,3.2585,r,s,i94741,M,MRJT0,iy,0.405722834399492,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJT0/SX58.riff,1.9921,1.8016,r,s,i94835,M,MRJT0,ah
t00000015274,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MBMA1/SI2214.riff,1.6473,1.8144,i163871,r,k,MBMA1,M,DR6,ah,0.449969627487626,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SX219.riff,2.7268,2.5381,r,k,i176567,M,MRSO0,iy,0.396932242870712,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SX129.riff,0.8056,0.483,r,k,i176764,M,MRSO0,ah
t00000096470,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MTAA0/SX295.riff,0.5275,0.7681,i12713,k,m,MTAA0,M,DR3,ah,0.436402125033011,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MPAR0/SI2206.riff,0.8024,0.5992,k,m,i148935,M,MPAR0,iy,0.385872646834807,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MPAR0/SX136.riff,1.3776,1.1914,k,m,i148695,M,MPAR0,ah
t00000074468,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/FHEW0/SI763.riff,2.3222,2.5778,i31577,b,dx,FHEW0,F,DR5,ah,0.432986248197906,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MKRG0/SX31.riff,1.4222,1.2306,b,dx,i182822,M,MKRG0,iy,0.476871776299201,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MKRG0/SX411.riff,0.2361,0.1331,b,dx,i182966,M,MKRG0,ah
t00000050535,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MRAB1/SX398.riff,2.4471,2.6381,i62392,w,n,MRAB1,M,DR4,ah,0.338258920676865,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM1/SI1298.riff,0.4595,0.2976,w,n,i111894,M,MRJM1,iy,0.301566258506171,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM1/SX398.riff,2.9925,2.7911,w,n,i112025,M,MRJM1,ah
t00000074711,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MTWH1/SX252.riff,0.5706,0.7675,i139020,b,dx,MTWH1,M,DR7,ah,0.377773476878666,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MJFR0/SI1605.riff,0.484,0.3,b,dx,i137042,M,MJFR0,uh,0.386070224455558,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MJFR0/SI975.riff,0.2518,0.1475,b,dx,i137100,M,MJFR0,ah
t00000103066,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MDWA0/SI1146.riff,0.7154,0.9994,i30154,w,z,MDWA0,M,DR5,ah,0.345522273971019,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,3.3544,3.1758,w,z,i69428,M,MPRD0,uh,0.333799455691901,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,1.2369,1.06,w,z,i69412,M,MPRD0,ah
t00000101207,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MTKD0/SI630.riff,0.222,0.3678,i155770,w,dx,MTKD0,M,DR7,ah,0.41650095377892,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FKLC0/SX265.riff,2.42,2.1514,w,dx,i67789,F,FKLC0,uh,0.395499072205369,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FKLC0/SX445.riff,0.2425,0.135,w,dx,i67504,F,FKLC0,ah
t00000103083,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MRMH0/SI1021.riff,2.6951,2.8912,i138311,w,z,MRMH0,M,DR7,ah,0.271148081423505,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,3.3544,3.1758,w,z,i69428,M,MPRD0,uh,0.30419971429989,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,1.2369,1.06,w,z,i69412,M,MPRD0,ah
t00000074700,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MNTW0/SI1698.riff,0.992,1.1381,i146676,b,dx,MNTW0,M,DR7,ah,0.347411746860061,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MJFR0/SI1605.riff,0.484,0.3,b,dx,i137042,M,MJFR0,uh,0.350585846776546,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MJFR0/SI975.riff,0.2518,0.1475,b,dx,i137100,M,MJFR0,ah
t00000100597,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/FDFB0/SI1318.riff,0.2089,0.3238,i80598,w,dx,FDFB0,F,DR3,ah,0.334376214993064,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MJMM0/SX265.riff,1.8875,1.715,w,dx,i63145,M,MJMM0,uh,0.38514611855056,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MJMM0/SX445.riff,0.2428,0.1358,w,dx,i62921,M,MJMM0,ah
t00000014662,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MMJB1/SI1408.riff,1.6269,1.8919,i81409,s,m,MMJB1,M,DR3,ah,0.345770310288196,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SX399.riff,0.76,0.3498,s,m,i176649,M,MRSO0,uw,0.35830378883673,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SI1659.riff,0.4621,0.1356,s,m,i176519,M,MRSO0,ah
t00000014280,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MDRB0/SI2109.riff,1.9375,2.1575,i24596,s,m,MDRB0,M,DR5,ah,0.418049052972143,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MKCL0/SI1091.riff,2.0313,1.81,s,m,i3396,M,MKCL0,uw,0.27738989418261,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MKCL0/SI461.riff,1.2297,0.9762,s,m,i3252,M,MKCL0,ah
t00000008436,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MDLB0/SX136.riff,1.9765,2.1774,i106184,r,m,MDLB0,M,DR2,ah,0.436653939842747,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SI554.riff,4.1025,3.7222,r,m,i31939,M,MRPP0,uw,0.426205722153197,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SX104.riff,1.3825,1.2402,r,m,i32054,M,MRPP0,ah
t00000094079,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MMWS0/SX78.riff,1.0856,1.3054,i179357,r,g,MMWS0,M,DR8,ah,0.460375827654671,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRCG0/SX438.riff,3.5421,3.3456,r,g,i173560,M,MRCG0,uw,0.493559569596272,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRCG0/SX78.riff,1.5613,1.3181,r,g,i173398,M,MRCG0,ah
t00000014306,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MMDB1/SI2255.riff,2.156,2.3912,i21431,s,m,MMDB1,M,DR2,ah,0.367447243185631,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MKCL0/SI1091.riff,2.0313,1.81,s,m,i3396,M,MKCL0,uw,0.239207316385701,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MKCL0/SI461.riff,1.2297,0.9762,s,m,i3252,M,MKCL0,ah
t00000008447,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MSJK0/SX66.riff,0.9229,1.1294,i158595,r,m,MSJK0,M,DR6,ah,0.320056314627056,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SI554.riff,4.1025,3.7222,r,m,i31939,M,MRPP0,uw,0.311899631384532,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SX104.riff,1.3825,1.2402,r,m,i32054,M,MRPP0,ah
t00000061434,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MMEA0/SA2.riff,1.2089,1.3942,i179820,l,r,MMEA0,M,DR8,iy,0.475828587951239,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/FCMR0/SX205.riff,2.0966,1.8198,l,r,i20646,F,FCMR0,aa,0.370533782914026,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/FCMR0/SA2.riff,2.2898,2.0183,l,r,i20691,F,FCMR0,iy
t00000028598,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/MPAB0/SA1.riff,2.2846,2.5404,i35919,r,s,MPAB0,M,DR7,iy,0.416568096591872,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FEEH0/SX302.riff,1.6225,1.3875,r,s,i50225,F,FEEH0,aa,0.38756188851796203,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FEEH0/SA1.riff,1.9225,1.6975,r,s,i50195,F,FEEH0,iy
t00000028948,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/FLJD0/SA1.riff,1.4025,1.6256,i89662,r,s,FLJD0,F,DR3,iy,0.404590622089983,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MSVS0/SX308.riff,2.8583,2.5531,r,s,i158720,M,MSVS0,aa,0.358087022493332,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MSVS0/SI938.riff,4.2974,4.0475,r,s,i159016,M,MSVS0,iy
t00000041801,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MJRH1/SA1.riff,1.7076,1.9725,i76563,r,s,MJRH1,M,DR3,iy,0.424831499151448,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FJKL0/SX392.riff,1.6846,1.4619,r,s,i90980,F,FJKL0,aa,0.423227023930064,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FJKL0/SI932.riff,3.6681,3.4244,r,s,i90932,F,FJKL0,iy
t00000057265,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MLLL0/SA2.riff,1.9425,2.2075,i2789,l,r,MLLL0,M,DR4,iy,0.38324548437795,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/FSXA0/SX118.riff,2.2075,1.9216,l,r,i37456,F,FSXA0,aa,0.339749975189722,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/FSXA0/SA2.riff,1.8275,1.6175,l,r,i37528,F,FSXA0,iy
t00000054226,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MTDB0/SA2.riff,1.3551,1.5874,i107539,l,r,MTDB0,M,DR2,iy,0.364374233039264,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MTAS1/SX118.riff,2.2825,2.0444,l,r,i18798,M,MTAS1,aa,0.28810242067897,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MTAS1/SA2.riff,2.1932,1.9451,l,r,i18861,M,MTAS1,iy
t00000048033,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJT0/SX148.riff,0.5381,0.7262,i94923,r,s,MRJT0,M,DR2,iy,0.420829392273522,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MPPC0/SI1412.riff,4.525,4.2287,r,s,i111772,M,MPPC0,ae,0.315172647480072,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MPPC0/SX422.riff,1.1181,0.895,r,s,i111704,M,MPPC0,iy
t00000006333,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MJBR0/SA2.riff,0.5577,0.7465,i10815,m,dx,MJBR0,M,DR3,iy,0.440883360853604,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM1/SI1298.riff,3.3775,3.1703,m,dx,i111936,M,MRJM1,ae,0.334355213762777,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM1/SI1928.riff,0.812,0.624,m,dx,i112160,M,MRJM1,iy
t00000005507,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MJRK0/SA2.riff,0.725,0.8425,i159517,m,dx,MJRK0,M,DR6,iy,0.427764067373799,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MKAG0/SI979.riff,4.2294,4.0179,m,dx,i136216,M,MKAG0,ae,0.320581567805979,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MKAG0/SA2.riff,0.6472,0.5375,m,dx,i136268,M,MKAG0,iy
t00000006108,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/FMCM0/SA2.riff,0.5075,0.6025,i4227,m,dx,FMCM0,F,DR4,iy,0.445211725580703,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM1/SI1298.riff,3.3775,3.1703,m,dx,i111936,M,MRJM1,ae,0.381840137502745,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM1/SI1928.riff,0.812,0.624,m,dx,i112160,M,MRJM1,iy
