subject,trial,Phone_NOTENG,Phone_ENG,Econ,Loc,Glob,acoustic_distance,response_var
subject_28,trial_32,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,0
subject_29,trial_32,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_30,trial_32,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,0
subject_1,trial_33,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_2,trial_33,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_3,trial_33,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_4,trial_33,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_5,trial_33,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_6,trial_33,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_7,trial_33,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_8,trial_33,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_9,trial_33,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_10,trial_33,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_11,trial_33,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_12,trial_33,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_13,trial_33,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_14,trial_33,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_15,trial_33,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_16,trial_33,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_17,trial_33,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,0
subject_18,trial_33,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_19,trial_33,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_20,trial_33,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_21,trial_33,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_22,trial_33,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_23,trial_33,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_24,trial_33,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
subject_25,trial_33,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_26,trial_33,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,0
subject_27,trial_33,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_28,trial_33,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_29,trial_33,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_30,trial_33,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_1,trial_34,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,0
subject_2,trial_34,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_3,trial_34,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,0
subject_4,trial_34,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_5,trial_34,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_6,trial_34,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,0
subject_7,trial_34,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_8,trial_34,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,0
subject_9,trial_34,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_10,trial_34,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_11,trial_34,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_12,trial_34,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,0
subject_13,trial_34,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_14,trial_34,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_15,trial_34,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_16,trial_34,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_17,trial_34,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_18,trial_34,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_19,trial_34,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_20,trial_34,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,0
subject_21,trial_34,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_22,trial_34,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_23,trial_34,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_24,trial_34,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_25,trial_34,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_26,trial_34,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
subject_27,trial_34,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,0
subject_28,trial_34,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_29,trial_34,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,0
subject_30,trial_34,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,0
subject_1,trial_35,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_2,trial_35,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_3,trial_35,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_4,trial_35,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_5,trial_35,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_6,trial_35,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_7,trial_35,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_8,trial_35,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_9,trial_35,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,0
subject_10,trial_35,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_11,trial_35,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_12,trial_35,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_13,trial_35,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_14,trial_35,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_15,trial_35,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_16,trial_35,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_17,trial_35,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_18,trial_35,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_19,trial_35,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_20,trial_35,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_21,trial_35,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_22,trial_35,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_23,trial_35,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_24,trial_35,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_25,trial_35,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,0
subject_26,trial_35,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,0
subject_27,trial_35,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_28,trial_35,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_29,trial_35,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_30,trial_35,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_1,trial_36,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_2,trial_36,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_3,trial_36,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_4,trial_36,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_5,trial_36,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,0
subject_6,trial_36,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,0
subject_7,trial_36,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_8,trial_36,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_9,trial_36,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_10,trial_36,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_11,trial_36,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,0
subject_12,trial_36,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_13,trial_36,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_14,trial_36,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_15,trial_36,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_16,trial_36,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_17,trial_36,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_18,trial_36,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_19,trial_36,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_20,trial_36,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_21,trial_36,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_22,trial_36,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_23,trial_36,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_24,trial_36,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_25,trial_36,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
subject_26,trial_36,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_27,trial_36,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,0
subject_28,trial_36,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_29,trial_36,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_30,trial_36,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_1,trial_37,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_2,trial_37,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_3,trial_37,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,0
subject_4,trial_37,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_5,trial_37,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_6,trial_37,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,0
subject_7,trial_37,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,0
subject_8,trial_37,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_9,trial_37,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_10,trial_37,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_11,trial_37,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_12,trial_37,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,0
subject_13,trial_37,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
subject_14,trial_37,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_15,trial_37,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_16,trial_37,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_17,trial_37,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,0
subject_18,trial_37,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_19,trial_37,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_20,trial_37,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_21,trial_37,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_22,trial_37,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
subject_23,trial_37,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_24,trial_37,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,0
subject_25,trial_37,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_26,trial_37,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_27,trial_37,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_28,trial_37,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_29,trial_37,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_30,trial_37,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_1,trial_38,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,0
subject_2,trial_38,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_3,trial_38,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_4,trial_38,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_5,trial_38,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_6,trial_38,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_7,trial_38,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_8,trial_38,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_9,trial_38,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_10,trial_38,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_11,trial_38,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_12,trial_38,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_13,trial_38,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,0
subject_14,trial_38,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_15,trial_38,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,0
subject_16,trial_38,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_17,trial_38,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_18,trial_38,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_19,trial_38,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,0
subject_20,trial_38,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_21,trial_38,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,0
subject_22,trial_38,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
subject_23,trial_38,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_24,trial_38,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
subject_25,trial_38,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_26,trial_38,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_27,trial_38,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_28,trial_38,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,0
subject_29,trial_38,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_30,trial_38,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_1,trial_39,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_2,trial_39,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,0
subject_3,trial_39,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_4,trial_39,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_5,trial_39,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,0
subject_6,trial_39,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_7,trial_39,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_8,trial_39,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,0
subject_9,trial_39,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_10,trial_39,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_11,trial_39,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_12,trial_39,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_13,trial_39,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,0
subject_14,trial_39,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,0
subject_15,trial_39,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_16,trial_39,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_17,trial_39,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_18,trial_39,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_19,trial_39,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_20,trial_39,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_21,trial_39,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_22,trial_39,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,0
subject_23,trial_39,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_24,trial_39,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_25,trial_39,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_26,trial_39,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_27,trial_39,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_28,trial_39,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,0
subject_29,trial_39,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_30,trial_39,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_1,trial_40,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_2,trial_40,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_3,trial_40,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,0
subject_4,trial_40,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,0
subject_5,trial_40,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_6,trial_40,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_7,trial_40,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_8,trial_40,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_9,trial_40,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_10,trial_40,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_11,trial_40,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_12,trial_40,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_13,trial_40,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_14,trial_40,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,0
subject_15,trial_40,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_16,trial_40,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_17,trial_40,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,0
subject_18,trial_40,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_19,trial_40,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_20,trial_40,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_21,trial_40,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_22,trial_40,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,0
subject_23,trial_40,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_24,trial_40,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_25,trial_40,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_26,trial_40,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_27,trial_40,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_28,trial_40,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_29,trial_40,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_30,trial_40,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,0
subject_1,trial_41,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,0
subject_2,trial_41,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_3,trial_41,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,0
subject_4,trial_41,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_5,trial_41,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_6,trial_41,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_7,trial_41,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_8,trial_41,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_9,trial_41,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_10,trial_41,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_11,trial_41,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
subject_12,trial_41,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,0
subject_13,trial_41,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_14,trial_41,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_15,trial_41,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_16,trial_41,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,0
subject_17,trial_41,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_18,trial_41,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_19,trial_41,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_20,trial_41,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_21,trial_41,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,0
subject_22,trial_41,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_23,trial_41,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_24,trial_41,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_25,trial_41,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_26,trial_41,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_27,trial_41,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_28,trial_41,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_29,trial_41,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_30,trial_41,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_1,trial_42,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
